,headlines,sentiment
1057,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",1
1058,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",1
1059,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",1
1060,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",1
1061,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",1
1062,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",1
1063,"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",1
1064,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",1
1065,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,2
1066,Other potential clients include public administration organizations investing in utility networks and services .,1
1067,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",1
1068,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",2
1069,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",1
1070,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1
1071,Satama and Trainers ' House will remain as names and independent brands of the business areas .,1
1072,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",1
1073,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",2
1074,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,1
1075,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",2
1076,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,2
1077,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",1
1078,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",1
1079,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,1
1080,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,1
1081,The company admits that 36 months is a relatively short time when operating in Russia .,1
1082,The company has a wide selection of metal products and services .,1
1083,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",1
1084,The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,1
1085,The Court 's decision will also promote genuine competition in services,1
1086,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",1
1087,"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",1
1088,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+�skyl+� , Oulu and Vaasa , and to polytechnics to be announced later .",1
1089,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",1
1090,The first phase will be completed by the end of 2012 .,1
1091,"The guidance has been set at 90 basis points over mid-swaps , the report said .",1
1092,The invention carries International Patent Publication No. .,1
1093,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",1
1094,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",1
1095,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",1
1096,The issuer is solely responsible for the content of this announcement .,1
1097,"The market making in accordance with the agreement will begin on September 24 , 2009 .",1
1098,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",1
1099,The ore body is sufficient to support anticipated production for at least 46 years .,1
1100,The original patent was filed in Finland under application No. .,1
1101,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",1
1102,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",2
1103,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",1
1104,The right margin will be viewed separately in detail with every customer .,1
1105,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,1
